Date,14 period ATR
2022-10-28,
2022-10-31,
2022-11-01,
2022-11-02,
2022-11-03,
2022-11-04,
2022-11-07,
2022-11-08,
2022-11-09,
2022-11-10,
2022-11-11,
2022-11-14,
2022-11-15,
2022-11-16,0.015947142857142844
2022-11-17,0.016168571428571414
2022-11-18,0.01599071428571427
2022-11-21,0.015762142857142853
2022-11-22,0.015807142857142853
2022-11-23,0.015912142857142857
2022-11-24,0.015437142857142863
2022-11-25,0.014261428571428576
2022-11-28,0.013818571428571434
2022-11-29,0.013812142857142868
2022-11-30,0.012622857142857158
2022-12-01,0.011085714285714294
2022-12-02,0.010244285714285721
2022-12-05,0.01024857142857144
2022-12-06,0.01031500000000001
2022-12-07,0.00991571428571429
2022-12-08,0.00975285714285715
2022-12-09,0.009910714285714288
2022-12-12,0.009758571428571434
2022-12-13,0.009593571428571432
2022-12-14,0.009640000000000006
2022-12-15,0.009452142857142862
2022-12-16,0.009615000000000009
2022-12-19,0.009504142857142859
2022-12-20,0.009757
2022-12-21,0.008857714285714286
2022-12-22,0.008675571428571418
2022-12-23,0.008568428571428557
2022-12-26,0.008147714285714274
2022-12-27,0.008062714285714288
2022-12-28,0.008016999999999996
2022-12-29,0.007934142857142858
2022-12-30,0.008064142857142862
2023-01-02,0.007323428571428576
2023-01-03,0.007584142857142857
2023-01-04,0.007986285714285715
2023-01-05,0.008162714285714285
2023-01-06,0.008507142857142864
2023-01-09,0.00913857142857144
2023-01-10,0.009325714285714295
2023-01-11,0.009500000000000017
2023-01-12,0.009857142857142873
2023-01-13,0.010073571428571444
2023-01-16,0.01015442857142858
2023-01-17,0.01024800000000001
2023-01-18,0.010867285714285722
2023-01-19,0.010840857142857143
2023-01-20,0.011238000000000001
2023-01-23,0.010636571428571431
2023-01-24,0.010371571428571433
2023-01-25,0.01003014285714286
2023-01-26,0.009663714285714284
2023-01-27,0.008794428571428568
2023-01-30,0.008677285714285712
2023-01-31,0.008757999999999997
2023-02-01,0.008679428571428569
2023-02-02,0.008977285714285712
2023-02-03,0.00985785714285714
2023-02-06,0.010364285714285706
2023-02-07,0.009616428571428566
2023-02-08,0.009841428571428572
2023-02-09,0.009593571428571432
2023-02-10,0.009345000000000001
2023-02-13,0.009146428571428571
2023-02-14,0.009354285714285713
2023-02-15,0.009435714285714285
2023-02-16,0.009351428571428566
2023-02-17,0.009637857142857142
2023-02-20,0.009088571428571422
2023-02-21,0.008619999999999985
2023-02-22,0.008385714285714274
2023-02-23,0.007497857142857127
2023-02-24,0.0070064285714285645
2023-02-27,0.007217857142857133
2023-02-28,0.006922142857142845
2023-03-01,0.007062857142857125
2023-03-02,0.007050714285714276
2023-03-03,0.0070042857142857086
2023-03-06,0.007106428571428569
2023-03-07,0.007477142857142849
2023-03-08,0.008000714285714274
2023-03-09,0.007799285714285699
2023-03-10,0.009134999999999989
2023-03-13,0.010605714285714283
2023-03-14,0.010729999999999993
2023-03-15,0.011178571428571418
2023-03-16,0.0117892857142857
2023-03-17,0.01162571428571427
2023-03-20,0.011683571428571413
2023-03-21,0.011786428571428555
2023-03-22,0.012056428571428555
2023-03-23,0.012347857142857124
2023-03-24,0.011980714285714265
2023-03-27,0.011370714285714274
2023-03-28,0.01104285714285714
2023-03-29,0.011053571428571432
2023-03-30,0.00995142857142858
2023-03-31,0.008570000000000006
2023-04-03,0.008508571428571437
2023-04-04,0.008326428571428592
2023-04-05,0.007867857142857164
2023-04-06,0.007652142857142885
2023-04-07,0.0075028571428571765
2023-04-10,0.007392142857142895
2023-04-11,0.007187142857142892
2023-04-12,0.007557142857142889
2023-04-13,0.008333571428571464
2023-04-14,0.008671642857142892
2023-04-17,0.008818071428571455
2023-04-18,0.008585214285714302
2023-04-19,0.008355214285714301
2023-04-20,0.008340928571428588
2023-04-21,0.008278785714285737
2023-04-24,0.007839500000000015
2023-04-25,0.007526642857142869
2023-04-26,0.007757357142857143
2023-04-27,0.007939499999999997
2023-04-28,0.007960928571428574
2023-05-01,0.007921642857142863
2023-05-02,0.0073587857142857205
2023-05-03,0.006835214285714296
2023-05-04,0.006926428571428579
2023-05-05,0.007119285714285725
2023-05-08,0.0072671428571428765
2023-05-09,0.007327142857142873
2023-05-10,0.007305000000000014
2023-05-11,0.00732500000000001
2023-05-12,0.0075785714285714345
2023-05-15,0.007435714285714291
2023-05-16,0.007385000000000007
2023-05-17,0.007396428571428582
2023-05-18,0.007537857142857152
2023-05-19,0.007759285714285714
2023-05-22,0.008064285714285715
2023-05-23,0.007762142857142844
2023-05-24,0.0075742857142857
2023-05-25,0.007020714285714277
2023-05-26,0.006995714285714272
2023-05-29,0.006851428571428556
2023-05-30,0.006930714285714267
2023-05-31,0.007132857142857115
2023-06-01,0.006947142857142834
2023-06-02,0.007086428571428549
2023-06-05,0.007092857142857131
2023-06-06,0.0070071428571428385
2023-06-07,0.006652857142857119
2023-06-08,0.006839999999999981
2023-06-09,0.006863571428571413
2023-06-12,0.007294999999999988
2023-06-13,0.007158571428571419
2023-06-14,0.007592857142857123
2023-06-15,0.008127142857142841
2023-06-16,0.008602142857142845
2023-06-19,0.008515714285714278
2023-06-20,0.008214999999999997
2023-06-21,0.008235714285714282
2023-06-22,0.00826071428571428
2023-06-23,0.008431428571428558
2023-06-26,0.008363571428571415
2023-06-27,0.008338857142857132
2023-06-28,0.007970999999999982
2023-06-29,0.007619571428571408
2023-06-30,0.007380285714285696
2023-07-03,0.007428857142857126
2023-07-04,0.006790285714285701
2023-07-05,0.006113857142857123
2023-07-06,0.00574028571428569
2023-07-07,0.006044571428571407
2023-07-10,0.0062445714285714006
2023-07-11,0.0064281428571428345
2023-07-12,0.007286714285714265
2023-07-13,0.00808457142857141
2023-07-14,0.008420285714285698
2023-07-17,0.008456428571428547
2023-07-18,0.008454999999999982
2023-07-19,0.008332857142857126
2023-07-20,0.008563571428571408
2023-07-21,0.008764285714285693
2023-07-24,0.008901428571428551
2023-07-25,0.009062142857142843
2023-07-26,0.00935785714285714
2023-07-27,0.009639999999999998
2023-07-28,0.009870714285714288
2023-07-31,0.009722142857142861
2023-08-01,0.00893357142857143
2023-08-02,0.008134285714285714
2023-08-03,0.007949285714285714
2023-08-04,0.008167142857142864
2023-08-07,0.008045714285714291
2023-08-08,0.008180714285714288
2023-08-09,0.007770000000000007
2023-08-10,0.007697857142857145
2023-08-11,0.007694285714285717
2023-08-14,0.00778857142857143
2023-08-15,0.007492142857142852
2023-08-16,0.00675214285714285
2023-08-17,0.006247142857142848
2023-08-18,0.006164285714285701
2023-08-21,0.005917142857142851
2023-08-22,0.005712142857142856
2023-08-23,0.005467857142857143
2023-08-24,0.00545285714285714
2023-08-25,0.005889285714285708
2023-08-28,0.005677142857142857
2023-08-29,0.0057635714285714235
2023-08-30,0.005816428571428571
2023-08-31,0.006024999999999995
2023-09-01,0.006069285714285714
2023-09-04,0.005894285714285717
2023-09-05,0.006059285714285719
2023-09-06,0.006393571428571443
2023-09-07,0.006347857142857151
2023-09-08,0.006282142857142863
2023-09-11,0.0060678571428571405
2023-09-12,0.006018571428571429
2023-09-13,0.005747857142857146
2023-09-14,0.0054200000000000125
2023-09-15,0.00549785714285715
2023-09-18,0.005230714285714295
2023-09-19,0.004832142857142864
2023-09-20,0.00461428571428573
2023-09-21,0.004807857142857149
2023-09-22,0.005199285714285724
2023-09-25,0.005413571428571439
2023-09-26,0.005292857142857147
2023-09-27,0.005531428571428576
2023-09-28,0.005767142857142867
2023-09-29,0.0063878571428571595
2023-10-02,0.006745714285714299
2023-10-03,0.007080714285714297
2023-10-04,0.007314285714285725
2023-10-05,0.007545714285714299
2023-10-06,0.008059285714285729
2023-10-09,0.008283571428571446
2023-10-10,0.008362142857142865
2023-10-11,0.007966428571428581
2023-10-12,0.00799714285714286
2023-10-13,0.007890000000000008
2023-10-16,0.007850000000000008
2023-10-17,0.007610000000000006
2023-10-18,0.007501428571428571
2023-10-19,0.007070000000000005
2023-10-20,0.007062142857142858
2023-10-23,0.006744285714285718
2023-10-24,0.006547857142857145
2023-10-25,0.006407857142857147
2023-10-26,0.006172142857142864
2023-10-27,0.006187142857142859
2023-10-27,0.006203571428571435
