Date,MACD,SIGNAL
2022-10-28,0.0,0.0
2022-10-31,0.0001339423076924806,7.441239316248922e-05
2022-11-01,0.00032571878660137,0.0001774068167030141
2022-11-02,0.0003432210495282195,0.00023357694977388312
2022-11-03,0.0004879622894780056,0.00030925083712042117
2022-11-04,0.0009993916722759177,0.0004963173745357153
2022-11-07,0.0005545300361173844,0.0005110494462095396
2022-11-08,-0.00012649954928423135,0.0003578344334808688
2022-11-09,-0.0008159634120364911,8.66813079252188e-05
2022-11-10,-0.0013421131134561115,-0.00023345158386653438
2022-11-11,-0.0026938880771958384,-0.0007717810298301453
2022-11-14,-0.00479415177511322,-0.0016356175742013863
2022-11-15,-0.006336182773474697,-0.0026304204822958084
2022-11-16,-0.0074249270200617,-0.00363343482725326
2022-11-17,-0.00806403653426735,-0.004551869723795383
2022-11-18,-0.007944240464008656,-0.005249994332639593
2022-11-21,-0.00771406692382659,-0.005754161690501999
2022-11-22,-0.007121537342645978,-0.006032653686732594
2022-11-23,-0.007050404243997166,-0.006239180158314982
2022-11-24,-0.007587764996092372,-0.006512043020486522
2022-11-25,-0.0077353566631802595,-0.00675898337175594
2022-11-28,-0.007488478198974913,-0.006905966884093795
2022-11-29,-0.007112442666501906,-0.006947507251624559
2022-11-30,-0.0063569515655288455,-0.00682883570386581
2022-12-01,-0.006419651179906283,-0.006746688455544197
2022-12-02,-0.006919148120471341,-0.006781284950018221
2022-12-05,-0.007223222262020879,-0.006869886638155654
2022-12-06,-0.006957826030007053,-0.006887508602361967
2022-12-07,-0.006689303730923135,-0.00684780619156923
2022-12-08,-0.0065298689038869595,-0.0067841399190048165
2022-12-09,-0.006652225154854308,-0.006757730811861808
2022-12-12,-0.006734914576549067,-0.0067531639465557925
2022-12-13,-0.0066662042672709365,-0.006735760980258484
2022-12-14,-0.0070389315208162495,-0.006796425849113005
2022-12-15,-0.007595825523079802,-0.006956370665231854
2022-12-16,-0.007696572165132531,-0.007104459022631546
2022-12-19,-0.007162666083955882,-0.007116103457964663
2022-12-20,-0.007106211308985366,-0.007114124617179652
2022-12-21,-0.007173762438563491,-0.007126054163592303
2022-12-22,-0.007135885573487322,-0.007128020706969757
2022-12-23,-0.006664175008569306,-0.0070352417013335306
2022-12-26,-0.00607396678953509,-0.006842970362337261
2022-12-27,-0.005609322318730459,-0.006596223960925999
2022-12-28,-0.005398402125916357,-0.006356646550089124
2022-12-29,-0.005286843708902644,-0.006142676662148799
2022-12-30,-0.005516250811190115,-0.006017387126253912
2023-01-02,-0.00555888760251344,-0.005925684665214296
2023-01-03,-0.00551310497730384,-0.005843166887424268
2023-01-04,-0.00449298817935162,-0.005573126328125174
2023-01-05,-0.004128238168084497,-0.005284144571631586
2023-01-06,-0.0033067058779605585,-0.00488865231717412
2023-01-09,-0.003328076649952383,-0.004576534332723864
2023-01-10,-0.0037731943650911592,-0.004415865165106066
2023-01-11,-0.003975773635737867,-0.004327846344673826
2023-01-12,-0.0034059598357168985,-0.004143468180581676
2023-01-13,-0.0032137650513095473,-0.0039575268590381725
2023-01-16,-0.003064366935930374,-0.003778894339741732
2023-01-17,-0.00301731539854877,-0.0036265781867784123
2023-01-18,-0.003220082893078069,-0.003545278972299989
2023-01-19,-0.003814834762291386,-0.003599190212917004
2023-01-20,-0.004272020303588309,-0.0037337563960289258
2023-01-23,-0.00423398474982839,-0.0038338021649134235
2023-01-24,-0.004014921052747367,-0.0038700259709027766
2023-01-25,-0.003747585011857457,-0.0038455377637222157
2023-01-26,-0.003917930721683449,-0.0038600163625851537
2023-01-27,-0.003750517985151136,-0.0038381166783004917
2023-01-30,-0.0035242183945496386,-0.003775337001373711
2023-01-31,-0.002955891814163003,-0.003611447921794034
2023-02-01,-0.003193973752072088,-0.0035279530706757503
2023-02-02,-0.004058173306238699,-0.0036339971352379397
2023-02-03,-0.00421695952665202,-0.003750589628869034
2023-02-06,-0.0032496837454476513,-0.0036504084416344473
2023-02-07,-0.0023323927636492714,-0.0033868052838288893
2023-02-08,-0.0020817861100952406,-0.0031258014314905344
2023-02-09,-0.0019205748536604839,-0.002884756102927386
2023-02-10,-0.0016877277308269267,-0.0026453504181803114
2023-02-13,-0.0013415557636519138,-0.0023845914782761714
2023-02-14,-0.0014665271811038494,-0.0022009786137727094
2023-02-15,-0.001316075019677121,-0.0020239978910448686
2023-02-16,-0.001037504157463176,-0.0018266991408425629
2023-02-17,-0.000560586292220111,-0.0015734765675388279
2023-02-20,-0.00026894836750279705,-0.0013125709245813473
2023-02-21,-0.00021023100428807506,-0.001092102938528283
2023-02-22,0.0001822848791271925,-0.0008372253731526377
2023-02-23,0.000785676280597225,-0.0005126450405234735
2023-02-24,0.0014446549322533198,-0.00012118504415499617
2023-02-27,0.0024496487314461524,0.0003929817128703996
2023-02-28,0.002856090508193909,0.0008856034733953691
2023-03-01,0.003641489531158948,0.0014367806862551585
2023-03-02,0.004024199654076188,0.0019542644808011023
2023-03-03,0.0044694657296431295,0.002457304731332977
2023-03-06,0.0043632484618927325,0.0028384934779077556
2023-03-07,0.0037432464300359847,0.003019444068509165
2023-03-08,0.004134784357122001,0.0032425121264050704
2023-03-09,0.004285994833473583,0.00345120866794851
2023-03-10,0.0037162113158319965,0.003504209197551566
2023-03-13,0.002075355731735673,0.0032184385042746916
2023-03-14,0.0002949996342869188,0.0026337507300910386
2023-03-15,-0.0009430309878460941,0.0019183943863214615
2023-03-16,-0.0005841693825346939,0.001417881632448274
2023-03-17,-0.00044467187936858554,0.0010453709300241969
2023-03-20,-0.0005240876837088182,0.0007314792072366718
2023-03-21,-0.0003841613897828111,0.0005083510878095039
2023-03-22,-0.0008866016623373385,0.0002293605377568574
2023-03-23,-0.0016649041126961528,-0.00014949239235903286
2023-03-24,-0.002265279132840914,-0.0005726497404780054
2023-03-27,-0.0024307072268668906,-0.0009442612377716576
2023-03-28,-0.0029218133080831654,-0.001339771651847476
2023-03-29,-0.0028442006553628385,-0.0016406574525587748
2023-03-30,-0.002934419506806618,-0.0018994098634140027
2023-03-31,-0.0033481180039699465,-0.0021891514915302612
2023-04-03,-0.0033046803597595042,-0.002412257265179233
2023-04-04,-0.003615833504285071,-0.002652972513003096
2023-04-05,-0.004401457046376511,-0.0030026694196809123
2023-04-06,-0.004890241850764143,-0.0033801839059002647
2023-04-07,-0.005373795932123837,-0.0037789063111472662
2023-04-10,-0.0057017764900261225,-0.004163480346924802
2023-04-11,-0.0055316353500562965,-0.004437111347552106
2023-04-12,-0.005806701348221144,-0.004711029347686717
2023-04-13,-0.006524518550321767,-0.005073727188214579
2023-04-14,-0.007552806812119228,-0.00556954311299644
2023-04-17,-0.007809729849904579,-0.006017580460378741
2023-04-18,-0.007626088688547306,-0.006339282106012842
2023-04-19,-0.007603493741802025,-0.0065921244331709206
2023-04-20,-0.007355559897807118,-0.0067448115260982785
2023-04-21,-0.007506634350008867,-0.0068971760908804886
2023-04-24,-0.0075889070914557655,-0.007035522290995613
2023-04-25,-0.007934613082568931,-0.007215340449310346
2023-04-26,-0.0077377367437271305,-0.0073198197081937345
2023-04-27,-0.007575875465766657,-0.007371030859708333
2023-04-28,-0.007117835056413613,-0.007320391699049379
2023-05-01,-0.0066044685773194445,-0.00717720707470337
2023-05-02,-0.006041640256968073,-0.006950093711156282
2023-05-03,-0.005820593152200071,-0.006724193599365016
2023-05-04,-0.006285443662073398,-0.006636443611906684
2023-05-05,-0.00643602280931066,-0.006596359451387476
2023-05-08,-0.006004424945947995,-0.006477972550299573
2023-05-09,-0.0056983623662612,-0.006322050513491891
2023-05-10,-0.005373688386404507,-0.006132378088074407
2023-05-11,-0.005127475802889081,-0.005931397631037337
2023-05-12,-0.0045004215715139795,-0.005645202419132659
2023-05-15,-0.003608456989504516,-0.005237853333207023
2023-05-16,-0.0031014332399383893,-0.00481056931455329
2023-05-17,-0.002597852296670533,-0.0043680259109767335
2023-05-18,-0.0019828913810399085,-0.0038909990049893644
2023-05-19,-0.0009896500558645993,-0.0033107292151644072
2023-05-22,-0.0007330630126191062,-0.002795195974655344
2023-05-23,-0.000514904460011234,-0.00233913767172652
2023-05-24,-9.800304622598066e-05,-0.0018909107466264106
2023-05-25,0.00044433088594098,-0.0014238624201129313
2023-05-26,0.0009479327211715516,-0.0009495033918560338
2023-05-29,0.001382743595292002,-0.00048305399442642597
2023-05-30,0.0016095306165913037,-6.453707222287943e-05
2023-05-31,0.0018757643711547756,0.00032352321645265196
2023-06-01,0.00238924160817211,0.0007366668947965439
2023-06-02,0.0024212927116760152,0.0010735920581724382
2023-06-05,0.0027482678297094942,0.0014085272124798496
2023-06-06,0.002668397720927085,0.0016605013141692971
2023-06-07,0.002673531531735107,0.0018631073576824593
2023-06-08,0.002839336042232743,0.002058353094592516
2023-06-09,0.002072156721357521,0.0020611138199455167
2023-06-12,0.0018064490704801095,0.0020101808700524353
2023-06-13,0.0019845235046822562,0.0020050493969783994
2023-06-14,0.0018589184627717525,0.00197582321013707
2023-06-15,0.0013261074911924409,0.001845880066348144
2023-06-16,0.0002202760850131824,0.0015207592700811517
2023-06-19,-0.00044441025714780924,0.0011277253646353594
2023-06-20,-0.0008340717861602398,0.0007353659344762395
2023-06-21,-0.0009790881384286187,0.00039247511989526785
2023-06-22,-0.0015099224738708283,1.1995601142048532e-05
2023-06-23,-0.0017027996144581836,-0.000330963441977998
2023-06-26,-0.0017627142980420896,-0.0006173136131908165
2023-06-27,-0.0018031293162897866,-0.0008544767538106106
2023-06-28,-0.0019626208745782137,-0.0010761055779641311
2023-06-29,-0.0018330761443129395,-0.001227499691233893
2023-06-30,-0.0015128567090079148,-0.0012845710947886975
2023-07-03,-0.00157498804242584,-0.001342654484316126
2023-07-04,-0.0015419002549176275,-0.0013825036384364265
2023-07-05,-0.0014313967770780422,-0.0013922822661647499
2023-07-06,-0.0011785363870135956,-0.0013495330903345191
2023-07-07,-0.0012254571054407526,-0.0013247178933557659
2023-07-10,-0.0017571985054957162,-0.001411214015783756
2023-07-11,-0.002454520482348954,-0.0016198753090967957
2023-07-12,-0.0034810314275056653,-0.00199210653277857
2023-07-13,-0.005214838189602555,-0.0026366528641433673
2023-07-14,-0.007111297970769703,-0.003531581885468635
2023-07-17,-0.008294321567890783,-0.0044841298219530645
2023-07-18,-0.009250316375011725,-0.005437367132564797
2023-07-19,-0.010109282951644039,-0.0063717502963806455
2023-07-20,-0.010643125334090509,-0.00722602530392262
2023-07-21,-0.010277182997038059,-0.007836256842545708
2023-07-24,-0.0098749525788292,-0.008243995989802407
2023-07-25,-0.009156111714568205,-0.008426419134755567
2023-07-26,-0.00891615236623533,-0.00852436578105152
2023-07-27,-0.00886505990110975,-0.008592504605063165
2023-07-28,-0.008140870113247378,-0.008502177706700009
2023-07-31,-0.007403332602690882,-0.008282408685898184
2023-08-01,-0.006595138486355956,-0.007944954645989738
2023-08-02,-0.00582854608751826,-0.007521672934295442
2023-08-03,-0.004768241051213318,-0.006970986557679018
2023-08-04,-0.004129674485861545,-0.006402724143315524
2023-08-07,-0.0035878952727449454,-0.005839758369201409
2023-08-08,-0.0032382061817387564,-0.005319447931708879
2023-08-09,-0.002695991613586468,-0.0047947566680843975
2023-08-10,-0.002152706802619697,-0.0042663466949914575
2023-08-11,-0.0016953445523184563,-0.003752146266456857
2023-08-14,-0.001331253391306686,-0.0032679676914268234
2023-08-15,-0.0009223357877450322,-0.002798841310690465
2023-08-16,-0.0005403936728527459,-0.002347151783122921
2023-08-17,-0.00011373939247294462,-0.0019004693049929258
2023-08-18,7.026314009928036e-05,-0.0015063228159744846
2023-08-21,0.0005351054057526339,-0.001098037171629061
2023-08-22,0.0005894279379824452,-0.0007605441497067597
2023-08-23,0.0007320062346372058,-0.0004620340728379666
2023-08-24,0.0006447156666311571,-0.00024068412494414183
2023-08-25,0.0011824256924581888,4.393783853632439e-05
2023-08-28,0.0015607178711755099,0.0003472938450641616
2023-08-29,0.0017411950199001103,0.0006260740800313515
2023-08-30,0.0015005865908195304,0.0008009765821889874
2023-08-31,0.001227168746416818,0.0008862150150345537
2023-09-01,0.0014050075281187846,0.0009899735176514
2023-09-04,0.001695052065825875,0.001130989227286295
2023-09-05,0.0018614966242641584,0.0012770907066818678
2023-09-06,0.0023392352655859927,0.0014895196184626929
2023-09-07,0.002844024962636693,0.0017604206872974932
2023-09-08,0.003311606346658391,0.002070657819169673
2023-09-11,0.0035867586417520636,0.0023738779836861516
2023-09-12,0.0036984391175405307,0.0026387902104570275
2023-09-13,0.0037581495853751257,0.0028626620854406474
2023-09-14,0.003906490836929732,0.003071427835738465
2023-09-15,0.004233464851725488,0.0033038352389358704
2023-09-18,0.004479687057930337,0.003539005602734764
2023-09-19,0.0046510612979876464,0.0037614167417853407
2023-09-20,0.00473711164200219,0.003956555721828711
2023-09-21,0.004901315053127742,0.004145507588088517
2023-09-22,0.005394507862324982,0.00439530764293581
2023-09-25,0.0059292371791389575,0.00470209355017644
2023-09-26,0.006677879948116194,0.005097250829764391
2023-09-27,0.007481883482663432,0.005574177360344199
2023-09-28,0.00843018387226413,0.0061453786627281865
2023-09-29,0.008593664991825789,0.006635035928547708
2023-10-02,0.00868125088274474,0.007044278919387114
2023-10-03,0.008843989104837857,0.007404220956477264
2023-10-04,0.009115604643461506,0.007746497693874113
2023-10-05,0.008876721040156577,0.007972542363130606
2023-10-06,0.008267718548787939,0.008031577600262072
2023-10-09,0.0073860474411620025,0.007902471568442059
2023-10-10,0.006303187772062624,0.007582614809166171
2023-10-11,0.0053598283417044534,0.007138057515673829
2023-10-12,0.004275659805214604,0.0065655779735819845
2023-10-13,0.0039223578465940045,0.006036933948184388
2023-10-16,0.003175669899334488,0.005464681138414408
2023-10-17,0.0023933284038700764,0.004850410591505542
2023-10-18,0.0017243904413796196,0.0042252065614803574
2023-10-19,0.0010577935715028186,0.0035917239634848494
2023-10-20,-1.737826042969015e-05,0.0028699035187019417
2023-10-23,-0.0007470726787337512,0.0021465082792148033
2023-10-24,-0.0015176643429812842,0.0014136737547755856
2023-10-25,-0.0019078696148600027,0.0007493650808484679
2023-10-26,-0.0019014735222542267,0.00021919736022792886
2023-10-27,-0.001704878595037429,-0.00016561783082514282
2023-10-27,-0.001285724409210376,-0.00038963914650218956
